"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_2_IP","Hop_2_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms","Hop_11_IP","Hop_11_Latency_ms","Hop_12_IP","Hop_12_Latency_ms","Hop_13_IP","Hop_13_Latency_ms","Hop_14_IP","Hop_14_Latency_ms","Hop_15_IP","Hop_15_Latency_ms","Hop_16_IP","Hop_16_Latency_ms","Hop_17_IP","Hop_17_Latency_ms","Hop_18_IP","Hop_18_Latency_ms","Hop_19_IP","Hop_19_Latency_ms","Hop_20_IP","Hop_20_Latency_ms","Hop_21_IP","Hop_21_Latency_ms","Hop_22_IP","Hop_22_Latency_ms","Hop_23_IP","Hop_23_Latency_ms"
"2025-10-27 01:40:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","70","True","100","Excelente","165.225.214.99","17","165.225.214.3","16","8.243.34.13","16","200.189.213.6","17","8.243.145.162","24","*","0","192.178.110.180","28","209.85.244.85","25","216.239.62.45","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 01:50:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","28","True","100","Excelente","165.225.214.99","14","165.225.214.3","15","8.243.34.13","14","200.189.213.6","14","8.243.145.162","15","*","0","142.251.196.188","24","192.178.84.58","17","209.85.251.83","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 01:42:00","ISAAC-NYK799D6XT","viniciussantos1","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","130","True","74","Bom","*","0","10.35.60.1","25","201.6.72.9","22","201.6.64.196","25","*","0","*","0","142.250.58.138","29","142.251.252.158","23","192.178.84.181","23","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","142.250.219.206","20","","","","","","","","","",""
"2025-10-27 02:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","100","True","100","Excelente","165.225.214.99","15","165.225.214.3","15","8.243.34.13","16","*","0","8.243.145.162","23","*","0","108.170.231.64","25","209.85.249.16","22","216.239.59.19","20","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 02:10:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","100","True","100","Excelente","165.225.214.99","21","165.225.214.3","19","8.243.34.13","28","*","0","8.243.145.162","27","*","0","108.170.232.146","25","209.85.244.85","64","142.250.219.206","23","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 02:20:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","26","True","100","Excelente","165.225.214.99","32","165.225.214.3","21","8.243.34.13","23","200.189.212.154","31","8.243.145.162","27","*","0","142.251.253.66","24","142.251.255.12","21","172.217.29.206","20","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 02:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","100","True","100","Excelente","165.225.214.99","16","165.225.214.3","17","8.243.34.13","19","200.189.213.6","17","8.243.145.162","18","*","0","108.170.232.146","17","209.85.249.16","15","216.239.56.209","19","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 02:40:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","83","True","100","Excelente","165.225.214.99","15","165.225.214.3","15","8.243.34.13","15","200.189.213.6","29","8.243.145.162","16","*","0","192.178.110.242","16","142.251.252.158","16","172.217.29.142","20","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 02:50:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","23","True","100","Excelente","165.225.214.99","14","165.225.214.3","15","8.243.34.13","16","200.189.213.6","34","8.243.145.162","15","*","0","74.125.253.158","26","142.251.255.6","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 03:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","96","True","100","Excelente","165.225.214.99","15","165.225.214.3","15","8.243.34.13","14","200.189.212.154","31","8.243.145.162","18","*","0","209.85.244.60","29","192.178.84.54","14","142.251.255.7","16","192.178.253.71","15","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 03:10:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","109","True","79","Bom","165.225.214.99","14","165.225.214.3","14","8.243.34.13","14","200.189.213.6","15","8.243.145.162","15","*","0","108.170.235.138","19","192.178.253.69","15","142.251.255.7","15","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 03:20:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","23","True","100","Excelente","165.225.214.99","14","165.225.214.3","15","8.243.34.13","29","*","0","8.243.145.162","18","*","0","192.178.110.200","23","192.178.253.69","15","209.85.249.17","14","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 03:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","131","True","74","Bom","165.225.214.99","24","165.225.214.3","14","8.243.34.13","23","*","0","8.243.145.162","16","*","0","142.251.48.34","27","142.251.252.158","17","172.217.30.78","20","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 03:40:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","89","True","100","Excelente","165.225.214.99","14","165.225.214.3","18","8.243.34.13","16","200.189.212.154","13","8.243.145.162","16","*","0","192.178.110.200","17","216.239.62.44","17","172.217.30.142","19","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 03:50:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","82","True","100","Excelente","165.225.214.99","14","165.225.214.3","24","8.243.34.13","15","*","0","8.243.145.162","19","*","0","209.85.252.160","17","192.178.253.75","15","142.251.255.53","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 04:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","90","True","100","Excelente","165.225.214.99","15","165.225.214.3","15","8.243.34.13","16","*","0","8.243.145.162","25","*","0","192.178.253.82","16","192.178.240.99","16","216.239.56.209","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 04:10:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","153","True","70","Bom","165.225.214.99","21","165.225.214.3","16","8.243.34.13","19","*","0","8.243.145.162","17","*","0","172.217.29.142","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 04:20:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","21","True","100","Excelente","165.225.214.99","15","165.225.214.3","14","8.243.34.13","14","200.189.212.154","20","8.243.145.162","16","*","0","192.178.253.66","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 04:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","142","True","72","Bom","165.225.214.99","14","165.225.214.3","21","8.243.34.13","14","200.189.212.154","15","8.243.145.162","14","*","0","142.251.230.86","18","142.250.238.249","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 04:40:00","ARCO-C02FC050Q05G","guilherme.gomes","São João da Barra","RJ","165.225.214.104","ZSCALER, INC.","165.225.214.104","meet.google.com","96","True","100","Excelente","165.225.214.104","15","165.225.214.3","16","8.243.34.13","17","200.189.213.6","55","8.243.145.162","20","*","0","192.178.110.200","17","142.251.252.158","16","192.178.84.181","17","209.85.251.13","15","142.250.78.142","16","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 04:50:00","ARCO-C02FC050Q05G","guilherme.gomes","São João da Barra","RJ","165.225.214.104","ZSCALER, INC.","165.225.214.104","meet.google.com","24","True","100","Excelente","165.225.214.104","14","165.225.214.3","28","8.243.34.13","26","200.189.213.6","18","8.243.145.162","17","*","0","108.170.238.180","17","216.239.59.18","23","209.85.249.17","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 04:18:44","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","114","True","78","Bom","165.225.214.105","22","165.225.214.3","20","8.243.34.13","21","200.189.212.154","18","8.243.145.162","19","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0"
"2025-10-27 04:50:37","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","127","True","75","Bom","165.225.214.105","20","165.225.214.3","50","8.243.34.13","55","200.189.213.6","88","8.243.145.162","74","*","0","172.253.53.126","21","216.239.59.18","18","209.85.253.1","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 05:00:00","ARCO-C02FC050Q05G","guilherme.gomes","São João da Barra","RJ","165.225.214.104","ZSCALER, INC.","165.225.214.104","meet.google.com","97","True","100","Excelente","165.225.214.104","17","165.225.214.3","18","8.243.34.13","16","200.189.212.154","45","8.243.145.162","16","*","0","142.251.253.66","21","216.239.56.208","50","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 05:10:00","ARCO-C02FC050Q05G","guilherme.gomes","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","110","True","78","Bom","192.168.0.1","13","10.39.124.1","13","201.6.72.97","13","201.6.64.212","13","201.6.65.228","14","*","0","*","0","209.85.249.36","25","192.178.110.243","13","216.239.56.209","17","*","0","*","0","*","0","*","0","*","0","*","0","*","0","*","0","","","","","","","","","",""
"2025-10-27 05:20:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","85","True","100","Excelente","165.225.214.99","17","165.225.214.3","14","8.243.34.13","16","200.189.212.154","21","8.243.145.162","15","*","0","192.178.240.98","16","142.251.253.67","16","142.251.133.78","19","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 05:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","96","True","100","Excelente","165.225.214.99","18","165.225.214.3","18","8.243.34.13","22","200.189.213.6","16","8.243.145.162","20","*","0","192.178.240.74","26","216.239.62.64","30","172.217.30.110","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 05:40:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","158","True","69","Aceitável","165.225.214.99","15","165.225.214.3","20","8.243.34.13","30","*","0","8.243.145.162","16","*","0","108.170.229.40","26","142.251.255.12","20","216.239.62.65","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 05:50:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","23","True","100","Excelente","165.225.214.99","16","165.225.214.3","16","8.243.34.13","20","*","0","8.243.145.162","16","*","0","172.217.172.142","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 06:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","100","True","100","Excelente","165.225.214.99","15","165.225.214.3","39","8.243.34.13","17","200.189.212.154","21","8.243.145.162","15","*","0","108.170.232.146","22","192.178.253.79","15","172.217.162.14","21","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 06:10:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","116","True","77","Bom","165.225.214.99","17","165.225.214.3","16","8.243.34.13","17","200.189.213.6","16","8.243.145.162","16","*","0","192.178.110.200","33","216.239.59.18","16","172.217.28.174","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 06:20:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","21","True","100","Excelente","165.225.214.99","19","165.225.214.3","17","8.243.34.13","25","200.189.212.154","19","8.243.145.162","16","*","0","192.178.253.64","24","192.178.110.181","16","216.239.62.45","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 06:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","93","True","100","Excelente","165.225.214.99","24","165.225.214.3","18","8.243.34.13","37","200.189.212.154","21","8.243.145.162","28","*","0","172.253.53.126","28","192.178.84.58","17","142.251.255.13","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 06:40:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","99","True","100","Excelente","165.225.214.99","16","165.225.214.3","17","8.243.34.13","16","200.189.212.154","15","8.243.145.162","15","*","0","74.125.37.180","26","209.85.254.58","18","142.250.219.206","19","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 06:50:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","40","True","100","Excelente","165.225.214.99","14","165.225.214.3","14","8.243.34.13","20","*","0","8.243.145.162","16","*","0","172.253.78.32","15","216.239.62.64","15","142.251.255.13","18","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 07:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","91","True","100","Excelente","165.225.214.99","15","165.225.214.3","16","8.243.34.13","28","*","0","8.243.145.162","24","*","0","108.170.229.40","24","216.239.59.18","16","209.85.253.1","15","172.217.30.142","20","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 07:10:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","109","True","79","Bom","165.225.214.99","15","165.225.214.3","15","8.243.34.13","18","200.189.212.154","39","8.243.145.162","16","*","0","192.178.253.82","21","192.178.110.201","16","192.178.84.59","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 07:20:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","24","True","100","Excelente","165.225.214.99","14","165.225.214.3","14","8.243.34.13","20","*","0","8.243.145.162","15","*","0","172.253.76.48","23","192.178.240.77","16","216.239.62.65","16","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 07:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","100","True","100","Excelente","165.225.214.99","15","165.225.214.3","14","8.243.34.13","22","200.189.213.6","16","8.243.145.162","15","*","0","192.178.253.72","27","142.250.238.249","15","209.85.249.17","16","172.217.30.142","18","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 07:40:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","86","True","100","Excelente","165.225.214.99","14","165.225.214.3","14","8.243.34.13","23","200.189.212.154","27","8.243.145.162","14","*","0","192.178.110.168","17","216.239.56.208","18","209.85.254.59","15","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 07:50:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","27","True","100","Excelente","165.225.214.99","15","165.225.214.3","14","8.243.34.13","21","200.189.213.6","18","8.243.145.162","16","*","0","209.85.245.66","16","192.178.84.178","19","142.251.255.53","22","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 08:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","167","True","67","Aceitável","165.225.214.99","16","165.225.214.3","14","8.243.34.13","15","200.189.212.154","15","8.243.145.162","15","*","0","142.250.237.130","51","142.251.255.12","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 07:50:01","ISAAC-NYK799D6XT","viniciussantos1","Bragança Paulista","SP","165.225.214.105","ZSCALER, INC.","165.225.214.105","meet.google.com","168","True","67","Aceitável","192.168.0.1","6","10.35.60.1","30","201.6.72.9","16","*","0","*","0","*","0","192.178.253.66","17","192.178.253.71","17","*","0","192.178.253.71","17","*","0","*","0","*","0","172.217.162.174","20","","","","","","","","","","","","","","","","","",""
"2025-10-27 08:10:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","89","True","100","Excelente","165.225.214.99","16","165.225.214.3","15","8.243.34.13","15","*","0","8.243.145.162","16","*","0","192.178.110.174","20","142.251.196.191","17","209.85.253.1","17","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 08:20:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","21","True","100","Excelente","165.225.214.99","15","165.225.214.3","28","8.243.34.13","15","*","0","8.243.145.162","16","*","0","142.250.230.116","16","108.170.238.181","37","209.85.249.17","17","172.217.30.142","19","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 08:30:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","94","True","100","Excelente","165.225.214.99","22","165.225.214.3","20","8.243.34.13","18","200.189.212.154","43","8.243.145.162","27","*","0","172.253.53.124","20","108.170.248.13","17","142.251.133.46","19","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 08:40:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","102","True","80","Bom","165.225.214.99","17","165.225.214.3","17","8.243.34.13","17","*","0","8.243.145.162","15","*","0","192.178.240.74","17","192.178.110.189","15","172.217.29.206","21","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 08:40:00","ARCO-F2T5636W62","maximilianobrandao","Pimenta Bueno","RO","189.53.17.46","Claro S.A.","189.53.17.46","meet.google.com","130","True","74","Bom","192.168.113.254","12","189.53.17.45","7","*","0","*","0","200.244.211.235","48","200.244.18.8","53","201.39.52.58","52","*","0","209.85.242.50","55","192.178.97.126","56","*","0","*","0","142.250.228.15","71","142.251.255.13","64","108.170.238.181","59","172.217.30.142","63","","","","","","","","","","","","","",""
"2025-10-27 08:50:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","37","True","100","Excelente","165.225.214.99","17","165.225.214.3","16","8.243.34.13","22","200.189.213.6","18","8.243.145.162","16","*","0","108.170.248.12","19","216.239.62.44","15","142.251.255.13","25","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2025-10-27 08:50:00","ARCO-F2T5636W62","maximilianobrandao","São Paulo","SP","201.91.20.66","Vivo","201.91.20.66","meet.google.com","140","True","72","Bom","192.168.113.254","5","189.53.17.45","7","*","0","*","0","200.244.211.235","56","200.244.18.8","55","201.39.52.58","57","*","0","142.251.48.156","58","192.178.97.122","54","192.178.86.179","55","*","0","172.253.66.216","66","209.85.254.59","66","108.170.238.181","57","172.217.30.142","64","","","","","","","","","","","","","",""
"2025-10-27 09:00:00","ARCO-C02FC050Q05G","guilherme.gomes","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","89","True","100","Excelente","165.225.214.99","17","165.225.214.3","17","8.243.34.13","19","200.189.212.154","17","8.243.145.162","17","*","0","192.178.110.190","27","142.251.252.158","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
